1,11,5
1,55,5
2,1,-5
2,2,-5
2,3,-5
2,5,5
2,6,5
2,7,-5
2,9,5
2,10,5
2,17,5
2,18,-5
2,19,5
2,20,5
2,39,5
2,40,5
2,465,5
2,471,-5
2,473,5
2,476,5
2,484,5
2,490,5
3,20,-5
3,490,-5
4,33,5
4,470,5
5,1,5
5,5,-5
5,55,-5
5,472,-5
6,5,5
6,23,-5
6,26,-5
6,40,5
6,55,-5
6,461,5
10,1,5
10,2,-5
10,5,-5
10,7,5
10,10,5
10,11,-5
10,16,5
10,20,5
10,26,-5
10,477,5
12,27,-5
12,480,-5
13,23,5
13,476,5
19,10,5
